"run_id","strategy","users","repeat","initial_stock","http_reqs","http_failed_rate","http_p50_ms","http_p95_ms","http_p99_ms","successful_purchases","sold_out_responses","lock_timeout_responses","unexpected_responses","db_initial_quantity","db_sold_quantity","db_order_count","redis_available","stock_decision_count","oversell_count","decision_order_gap"
"20260616-121946-naive-rdb-u10-r1","naive-rdb","10","1","100","11","0","49.887687","57.8473165","58.2359841","10","0","0","0","100","1","10",,"1","0","9"
