"run_id","policy","users","repeat","initial_stock","batch_size","active_capacity","max_polls","http_reqs","http_failed_rate","http_p50_ms","http_p95_ms","http_p99_ms","purchase_p50_ms","purchase_p95_ms","purchase_p99_ms","waiting_entries","active_statuses","not_admitted_within_window","purchase_attempts","successful_purchases","sold_out_responses","active_token_required_responses","unexpected_responses","db_initial_quantity","db_sold_quantity","db_order_count","redis_available","stock_decision_count","oversell_count","decision_order_gap","waiting_queue_size_after","active_token_current_after"
"20260707-121540-hybrid-u1000-r1","hybrid","1000","1","100","20","10","10","10651","0","2.937877","287.697111","554.6715815","9.1358535","270.8553523","277.93425369","1000","100","900","100","100","0","0","0","100","0","100","0","100","0","0","890","10"
