sampled_at,active_sessions,lock_waiters,blocked_sessions,ungranted_locks,lock_wait_events,waiting_queries
2026-09-05 15:09:48.482877+00,0,0,0,0,,
2026-09-05 15:09:48.585357+00,0,0,0,0,,
2026-09-05 15:09:48.688054+00,0,0,0,0,,
2026-09-05 15:09:48.7908+00,0,0,0,0,,
2026-09-05 15:09:48.893219+00,0,0,0,0,,
2026-09-05 15:09:48.995615+00,0,0,0,0,,
2026-09-05 15:09:49.096887+00,0,0,0,0,,
2026-09-05 15:09:49.199259+00,0,0,0,0,,
2026-09-05 15:09:49.301642+00,0,0,0,0,,
2026-09-05 15:09:49.403922+00,0,0,0,0,,
2026-09-05 15:09:49.506248+00,0,0,0,0,,
2026-09-05 15:09:49.608533+00,0,0,0,0,,
2026-09-05 15:09:49.71261+00,0,0,0,0,,
2026-09-05 15:09:49.815522+00,0,0,0,0,,
2026-09-05 15:09:49.917864+00,0,0,0,0,,
2026-09-05 15:09:50.020195+00,0,0,0,0,,
2026-09-05 15:09:50.122482+00,0,0,0,0,,
2026-09-05 15:09:50.224787+00,0,0,0,0,,
2026-09-05 15:09:50.327145+00,0,0,0,0,,
2026-09-05 15:09:50.429557+00,0,0,0,0,,
2026-09-05 15:09:50.531891+00,0,0,0,0,,
2026-09-05 15:09:50.634156+00,0,0,0,0,,
2026-09-05 15:09:50.736535+00,0,0,0,0,,
2026-09-05 15:09:50.837889+00,0,0,0,0,,
2026-09-05 15:09:50.940397+00,0,0,0,0,,
2026-09-05 15:09:51.042891+00,0,0,0,0,,
2026-09-05 15:09:51.145275+00,0,0,0,0,,
2026-09-05 15:09:51.247677+00,0,0,0,0,,
2026-09-05 15:09:51.350001+00,0,0,0,0,,
2026-09-05 15:09:51.452353+00,0,0,0,0,,
2026-09-05 15:09:51.554778+00,0,0,0,0,,
2026-09-05 15:09:51.657138+00,0,0,0,0,,
2026-09-05 15:09:51.759434+00,0,0,0,0,,
2026-09-05 15:09:51.861735+00,0,0,0,0,,
2026-09-05 15:09:51.964087+00,0,0,0,0,,
2026-09-05 15:09:52.066441+00,0,0,0,0,,
2026-09-05 15:09:52.168796+00,0,0,0,0,,
2026-09-05 15:09:52.271251+00,0,0,0,0,,
2026-09-05 15:09:52.373665+00,0,0,0,0,,
2026-09-05 15:09:52.474966+00,0,0,0,0,,
2026-09-05 15:09:52.576411+00,0,0,0,0,,
2026-09-05 15:09:52.678738+00,0,0,0,0,,
2026-09-05 15:09:52.781193+00,0,0,0,0,,
2026-09-05 15:09:52.883631+00,0,0,0,0,,
2026-09-05 15:09:52.985972+00,0,0,0,0,,
2026-09-05 15:09:53.088484+00,0,0,0,0,,
2026-09-05 15:09:53.190783+00,0,0,0,0,,
2026-09-05 15:09:53.293281+00,0,0,0,0,,
2026-09-05 15:09:53.395798+00,0,0,0,0,,
2026-09-05 15:09:53.498226+00,0,0,0,0,,
2026-09-05 15:09:53.600606+00,0,0,0,0,,
2026-09-05 15:09:53.703044+00,0,0,0,0,,
2026-09-05 15:09:53.80446+00,0,0,0,0,,
2026-09-05 15:09:53.90577+00,0,0,0,0,,
2026-09-05 15:09:54.008082+00,0,0,0,0,,
2026-09-05 15:09:54.10939+00,0,0,0,0,,
2026-09-05 15:09:54.211799+00,0,0,0,0,,
2026-09-05 15:09:54.314207+00,0,0,0,0,,
2026-09-05 15:09:54.416507+00,0,0,0,0,,
2026-09-05 15:09:54.518855+00,0,0,0,0,,
2026-09-05 15:09:54.620189+00,0,0,0,0,,
2026-09-05 15:09:54.722507+00,0,0,0,0,,
2026-09-05 15:09:54.824877+00,0,0,0,0,,
2026-09-05 15:09:54.927263+00,0,0,0,0,,
2026-09-05 15:09:55.029711+00,0,0,0,0,,
2026-09-05 15:09:55.132113+00,0,0,0,0,,
2026-09-05 15:09:55.234548+00,0,0,0,0,,
2026-09-05 15:09:55.336013+00,0,0,0,0,,
2026-09-05 15:09:55.43747+00,0,0,0,0,,
2026-09-05 15:09:55.539876+00,0,0,0,0,,
2026-09-05 15:09:55.642165+00,0,0,0,0,,
2026-09-05 15:09:55.744502+00,0,0,0,0,,
2026-09-05 15:09:55.846873+00,0,0,0,0,,
2026-09-05 15:09:55.949385+00,0,0,0,0,,
2026-09-05 15:09:56.05172+00,0,0,0,0,,
2026-09-05 15:09:56.154029+00,0,0,0,0,,
2026-09-05 15:09:56.25631+00,0,0,0,0,,
2026-09-05 15:09:56.358592+00,0,0,0,0,,
2026-09-05 15:09:56.460925+00,0,0,0,0,,
2026-09-05 15:09:56.56329+00,0,0,0,0,,
2026-09-05 15:09:56.665749+00,0,0,0,0,,
2026-09-05 15:09:56.768138+00,0,0,0,0,,
2026-09-05 15:09:56.870414+00,0,0,0,0,,
2026-09-05 15:09:56.972754+00,0,0,0,0,,
2026-09-05 15:09:57.075036+00,0,0,0,0,,
2026-09-05 15:09:57.177383+00,0,0,0,0,,
2026-09-05 15:09:57.279776+00,0,0,0,0,,
2026-09-05 15:09:57.382067+00,1,1,1,1,Lock:transactionid,"SELECT sale_items.id, sale_items.sale_event_id, sale_items.name, sale_items.price, sale_items.per_user_limit, inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_"
2026-09-05 15:09:57.484514+00,0,0,0,0,,
2026-09-05 15:09:57.587015+00,0,0,0,0,,
2026-09-05 15:09:57.689539+00,0,0,0,0,,
2026-09-05 15:09:57.791894+00,0,0,0,0,,
2026-09-05 15:09:57.894229+00,1,0,0,0,,
2026-09-05 15:09:57.996514+00,0,0,0,0,,
2026-09-05 15:09:58.099041+00,0,0,0,0,,
2026-09-05 15:09:58.200564+00,0,0,0,0,,
2026-09-05 15:09:58.302862+00,0,0,0,0,,
2026-09-05 15:09:58.405191+00,1,1,1,1,Lock:transactionid,"SELECT sale_items.id, sale_items.sale_event_id, sale_items.name, sale_items.price, sale_items.per_user_limit, inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_"
2026-09-05 15:09:58.507754+00,2,2,2,2,Lock:transactionid | Lock:tuple,"SELECT sale_items.id, sale_items.sale_event_id, sale_items.name, sale_items.price, sale_items.per_user_limit, inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_"
2026-09-05 15:09:58.6102+00,5,5,5,5,Lock:transactionid | Lock:tuple,"SELECT sale_items.id, sale_items.sale_event_id, sale_items.name, sale_items.price, sale_items.per_user_limit, inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_"
2026-09-05 15:09:58.712604+00,0,0,0,0,,
2026-09-05 15:09:58.814972+00,0,0,0,0,,
2026-09-05 15:09:58.917588+00,0,0,0,0,,
2026-09-05 15:09:59.019917+00,0,0,0,0,,
2026-09-05 15:09:59.122293+00,0,0,0,0,,
2026-09-05 15:09:59.224641+00,0,0,0,0,,
2026-09-05 15:09:59.326997+00,0,0,0,0,,
2026-09-05 15:09:59.429355+00,0,0,0,0,,
2026-09-05 15:09:59.531701+00,0,0,0,0,,
2026-09-05 15:09:59.634082+00,0,0,0,0,,
2026-09-05 15:09:59.736467+00,0,0,0,0,,
2026-09-05 15:09:59.839053+00,0,0,0,0,,
2026-09-05 15:09:59.941788+00,0,0,0,0,,
2026-09-05 15:10:00.044149+00,0,0,0,0,,
2026-09-05 15:10:00.146539+00,0,0,0,0,,
2026-09-05 15:10:00.249047+00,0,0,0,0,,
2026-09-05 15:10:00.351467+00,0,0,0,0,,
2026-09-05 15:10:00.453931+00,0,0,0,0,,
2026-09-05 15:10:00.556204+00,0,0,0,0,,
2026-09-05 15:10:00.658765+00,0,0,0,0,,
2026-09-05 15:10:00.760224+00,0,0,0,0,,
2026-09-05 15:10:00.861647+00,0,0,0,0,,
2026-09-05 15:10:00.964116+00,0,0,0,0,,
2026-09-05 15:10:01.066652+00,0,0,0,0,,
2026-09-05 15:10:01.168266+00,0,0,0,0,,
2026-09-05 15:10:01.270647+00,0,0,0,0,,
2026-09-05 15:10:01.372949+00,0,0,0,0,,
2026-09-05 15:10:01.475352+00,0,0,0,0,,
2026-09-05 15:10:01.577731+00,0,0,0,0,,
2026-09-05 15:10:01.68005+00,0,0,0,0,,
2026-09-05 15:10:01.78245+00,0,0,0,0,,
2026-09-05 15:10:01.884775+00,0,0,0,0,,
2026-09-05 15:10:01.987155+00,0,0,0,0,,
2026-09-05 15:10:02.089516+00,0,0,0,0,,
2026-09-05 15:10:02.191924+00,0,0,0,0,,
2026-09-05 15:10:02.294313+00,0,0,0,0,,
2026-09-05 15:10:02.396608+00,0,0,0,0,,
2026-09-05 15:10:02.498909+00,0,0,0,0,,
2026-09-05 15:10:02.601328+00,0,0,0,0,,
2026-09-05 15:10:02.703774+00,0,0,0,0,,
2026-09-05 15:10:02.806058+00,0,0,0,0,,
2026-09-05 15:10:02.908347+00,0,0,0,0,,
2026-09-05 15:10:03.010688+00,0,0,0,0,,
2026-09-05 15:10:03.112144+00,0,0,0,0,,
2026-09-05 15:10:03.214442+00,0,0,0,0,,
2026-09-05 15:10:03.316753+00,0,0,0,0,,
2026-09-05 15:10:03.419019+00,0,0,0,0,,
2026-09-05 15:10:03.521575+00,0,0,0,0,,
2026-09-05 15:10:03.62401+00,0,0,0,0,,
2026-09-05 15:10:03.726407+00,0,0,0,0,,
2026-09-05 15:10:03.828717+00,0,0,0,0,,
2026-09-05 15:10:03.93106+00,0,0,0,0,,
2026-09-05 15:10:04.033471+00,0,0,0,0,,
2026-09-05 15:10:04.135814+00,0,0,0,0,,
2026-09-05 15:10:04.238181+00,0,0,0,0,,
2026-09-05 15:10:04.339607+00,0,0,0,0,,
2026-09-05 15:10:04.440905+00,0,0,0,0,,
2026-09-05 15:10:04.543475+00,0,0,0,0,,
2026-09-05 15:10:04.64621+00,0,0,0,0,,
2026-09-05 15:10:04.748546+00,0,0,0,0,,
2026-09-05 15:10:04.850842+00,0,0,0,0,,
2026-09-05 15:10:04.953173+00,0,0,0,0,,
2026-09-05 15:10:05.055511+00,0,0,0,0,,
2026-09-05 15:10:05.157906+00,0,0,0,0,,
2026-09-05 15:10:05.2593+00,0,0,0,0,,
2026-09-05 15:10:05.361709+00,0,0,0,0,,
2026-09-05 15:10:05.464051+00,0,0,0,0,,
2026-09-05 15:10:05.566383+00,0,0,0,0,,
2026-09-05 15:10:05.668693+00,0,0,0,0,,
2026-09-05 15:10:05.770969+00,0,0,0,0,,
2026-09-05 15:10:05.873353+00,0,0,0,0,,
2026-09-05 15:10:05.975762+00,0,0,0,0,,
2026-09-05 15:10:06.078099+00,0,0,0,0,,
2026-09-05 15:10:06.180391+00,0,0,0,0,,
2026-09-05 15:10:06.282728+00,0,0,0,0,,
2026-09-05 15:10:06.38515+00,0,0,0,0,,
2026-09-05 15:10:06.487573+00,0,0,0,0,,
2026-09-05 15:10:06.589865+00,0,0,0,0,,
2026-09-05 15:10:06.692185+00,0,0,0,0,,
2026-09-05 15:10:06.794482+00,0,0,0,0,,
2026-09-05 15:10:06.896989+00,0,0,0,0,,
2026-09-05 15:10:06.99953+00,0,0,0,0,,
2026-09-05 15:10:07.101843+00,0,0,0,0,,
2026-09-05 15:10:07.204216+00,0,0,0,0,,
2026-09-05 15:10:07.306531+00,0,0,0,0,,
2026-09-05 15:10:07.408853+00,0,0,0,0,,
2026-09-05 15:10:07.511284+00,0,0,0,0,,
2026-09-05 15:10:07.613754+00,0,0,0,0,,
2026-09-05 15:10:07.716+00,0,0,0,0,,
2026-09-05 15:10:07.818357+00,0,0,0,0,,
2026-09-05 15:10:07.920714+00,0,0,0,0,,
2026-09-05 15:10:08.023068+00,0,0,0,0,,
2026-09-05 15:10:08.125462+00,0,0,0,0,,
2026-09-05 15:10:08.226849+00,0,0,0,0,,
2026-09-05 15:10:08.329251+00,0,0,0,0,,
2026-09-05 15:10:08.431635+00,0,0,0,0,,
2026-09-05 15:10:08.5331+00,0,0,0,0,,
2026-09-05 15:10:08.635457+00,0,0,0,0,,
2026-09-05 15:10:08.737807+00,0,0,0,0,,
2026-09-05 15:10:08.840254+00,0,0,0,0,,
2026-09-05 15:10:08.942617+00,0,0,0,0,,
2026-09-05 15:10:09.044914+00,0,0,0,0,,
2026-09-05 15:10:09.147247+00,0,0,0,0,,
2026-09-05 15:10:09.249583+00,0,0,0,0,,
2026-09-05 15:10:09.351944+00,0,0,0,0,,
2026-09-05 15:10:09.454262+00,0,0,0,0,,
2026-09-05 15:10:09.556634+00,0,0,0,0,,
2026-09-05 15:10:09.658961+00,0,0,0,0,,
2026-09-05 15:10:09.760298+00,0,0,0,0,,
2026-09-05 15:10:09.862815+00,0,0,0,0,,
2026-09-05 15:10:09.965491+00,0,0,0,0,,
2026-09-05 15:10:10.067923+00,0,0,0,0,,
2026-09-05 15:10:10.170043+00,0,0,0,0,,
2026-09-05 15:10:10.2725+00,0,0,0,0,,
2026-09-05 15:10:10.374921+00,0,0,0,0,,
2026-09-05 15:10:10.477241+00,0,0,0,0,,
2026-09-05 15:10:10.579613+00,0,0,0,0,,
2026-09-05 15:10:10.68189+00,0,0,0,0,,
2026-09-05 15:10:10.784326+00,0,0,0,0,,
2026-09-05 15:10:10.886728+00,0,0,0,0,,
2026-09-05 15:10:10.989008+00,0,0,0,0,,
2026-09-05 15:10:11.09035+00,0,0,0,0,,
2026-09-05 15:10:11.192609+00,0,0,0,0,,
2026-09-05 15:10:11.295012+00,0,0,0,0,,
2026-09-05 15:10:11.397463+00,0,0,0,0,,
2026-09-05 15:10:11.499784+00,0,0,0,0,,
2026-09-05 15:10:11.602196+00,0,0,0,0,,
2026-09-05 15:10:11.704515+00,0,0,0,0,,
2026-09-05 15:10:11.806811+00,0,0,0,0,,
2026-09-05 15:10:11.909126+00,0,0,0,0,,
2026-09-05 15:10:12.011421+00,0,0,0,0,,
2026-09-05 15:10:12.11372+00,0,0,0,0,,
2026-09-05 15:10:12.216072+00,0,0,0,0,,
2026-09-05 15:10:12.317399+00,0,0,0,0,,
2026-09-05 15:10:12.419756+00,0,0,0,0,,
2026-09-05 15:10:12.52216+00,0,0,0,0,,
2026-09-05 15:10:12.624579+00,0,0,0,0,,
2026-09-05 15:10:12.726038+00,0,0,0,0,,
2026-09-05 15:10:12.828412+00,0,0,0,0,,
2026-09-05 15:10:12.93085+00,0,0,0,0,,
2026-09-05 15:10:13.033238+00,0,0,0,0,,
2026-09-05 15:10:13.135769+00,0,0,0,0,,
2026-09-05 15:10:13.238206+00,0,0,0,0,,
2026-09-05 15:10:13.340487+00,0,0,0,0,,
2026-09-05 15:10:13.442844+00,0,0,0,0,,
2026-09-05 15:10:13.545271+00,0,0,0,0,,
2026-09-05 15:10:13.647943+00,0,0,0,0,,
2026-09-05 15:10:13.749418+00,0,0,0,0,,
2026-09-05 15:10:13.852239+00,0,0,0,0,,
2026-09-05 15:10:13.954562+00,0,0,0,0,,
2026-09-05 15:10:14.056916+00,0,0,0,0,,
2026-09-05 15:10:14.15925+00,0,0,0,0,,
2026-09-05 15:10:14.261659+00,0,0,0,0,,
2026-09-05 15:10:14.36416+00,0,0,0,0,,
2026-09-05 15:10:14.46658+00,0,0,0,0,,
2026-09-05 15:10:14.569116+00,0,0,0,0,,
2026-09-05 15:10:14.671541+00,0,0,0,0,,
2026-09-05 15:10:14.773886+00,0,0,0,0,,
2026-09-05 15:10:14.876519+00,0,0,0,0,,
2026-09-05 15:10:14.978839+00,0,0,0,0,,
2026-09-05 15:10:15.081243+00,0,0,0,0,,
2026-09-05 15:10:15.183604+00,0,0,0,0,,
2026-09-05 15:10:15.285988+00,0,0,0,0,,
2026-09-05 15:10:15.388328+00,0,0,0,0,,
2026-09-05 15:10:15.490667+00,0,0,0,0,,
2026-09-05 15:10:15.5931+00,0,0,0,0,,
2026-09-05 15:10:15.695431+00,0,0,0,0,,
2026-09-05 15:10:15.797905+00,0,0,0,0,,
2026-09-05 15:10:15.900389+00,0,0,0,0,,
2026-09-05 15:10:16.001804+00,0,0,0,0,,
2026-09-05 15:10:16.10419+00,0,0,0,0,,
2026-09-05 15:10:16.206491+00,0,0,0,0,,
2026-09-05 15:10:16.308843+00,0,0,0,0,,
2026-09-05 15:10:16.411319+00,0,0,0,0,,
2026-09-05 15:10:16.513687+00,0,0,0,0,,
2026-09-05 15:10:16.616202+00,0,0,0,0,,
2026-09-05 15:10:16.718718+00,0,0,0,0,,
2026-09-05 15:10:16.821077+00,0,0,0,0,,
2026-09-05 15:10:16.923403+00,0,0,0,0,,
2026-09-05 15:10:17.025686+00,0,0,0,0,,
2026-09-05 15:10:17.12813+00,0,0,0,0,,
2026-09-05 15:10:17.229572+00,0,0,0,0,,
2026-09-05 15:10:17.331938+00,0,0,0,0,,
2026-09-05 15:10:17.434459+00,0,0,0,0,,
2026-09-05 15:10:17.536693+00,0,0,0,0,,
2026-09-05 15:10:17.639075+00,0,0,0,0,,
2026-09-05 15:10:17.741545+00,0,0,0,0,,
2026-09-05 15:10:17.843912+00,0,0,0,0,,
2026-09-05 15:10:17.945274+00,0,0,0,0,,
2026-09-05 15:10:18.0476+00,0,0,0,0,,
2026-09-05 15:10:18.149906+00,0,0,0,0,,
2026-09-05 15:10:18.252426+00,0,0,0,0,,
2026-09-05 15:10:18.354798+00,0,0,0,0,,
2026-09-05 15:10:18.457167+00,0,0,0,0,,
2026-09-05 15:10:18.559481+00,0,0,0,0,,
2026-09-05 15:10:18.661803+00,0,0,0,0,,
2026-09-05 15:10:18.763175+00,0,0,0,0,,
2026-09-05 15:10:18.865587+00,0,0,0,0,,
2026-09-05 15:10:18.968056+00,0,0,0,0,,
2026-09-05 15:10:19.070452+00,0,0,0,0,,
2026-09-05 15:10:19.172916+00,0,0,0,0,,
2026-09-05 15:10:19.275544+00,0,0,0,0,,
2026-09-05 15:10:19.378122+00,0,0,0,0,,
2026-09-05 15:10:19.480422+00,0,0,0,0,,
2026-09-05 15:10:19.582726+00,0,0,0,0,,
2026-09-05 15:10:19.685036+00,0,0,0,0,,
2026-09-05 15:10:19.787432+00,0,0,0,0,,
2026-09-05 15:10:19.890046+00,0,0,0,0,,
2026-09-05 15:10:19.992533+00,0,0,0,0,,
2026-09-05 15:10:20.094903+00,0,0,0,0,,
2026-09-05 15:10:20.197272+00,0,0,0,0,,
2026-09-05 15:10:20.299661+00,0,0,0,0,,
2026-09-05 15:10:20.402046+00,0,0,0,0,,
2026-09-05 15:10:20.504355+00,0,0,0,0,,
2026-09-05 15:10:20.606686+00,0,0,0,0,,
2026-09-05 15:10:20.709086+00,0,0,0,0,,
2026-09-05 15:10:20.811428+00,0,0,0,0,,
2026-09-05 15:10:20.912857+00,0,0,0,0,,
2026-09-05 15:10:21.0151+00,0,0,0,0,,
2026-09-05 15:10:21.117401+00,0,0,0,0,,
2026-09-05 15:10:21.219817+00,0,0,0,0,,
2026-09-05 15:10:21.32227+00,0,0,0,0,,
2026-09-05 15:10:21.424584+00,0,0,0,0,,
2026-09-05 15:10:21.527008+00,0,0,0,0,,
2026-09-05 15:10:21.629447+00,0,0,0,0,,
2026-09-05 15:10:21.732111+00,0,0,0,0,,
2026-09-05 15:10:21.834601+00,0,0,0,0,,
2026-09-05 15:10:21.937193+00,0,0,0,0,,
2026-09-05 15:10:22.03952+00,0,0,0,0,,
2026-09-05 15:10:22.141843+00,0,0,0,0,,
2026-09-05 15:10:22.244312+00,0,0,0,0,,
2026-09-05 15:10:22.346636+00,0,0,0,0,,
2026-09-05 15:10:22.449058+00,0,0,0,0,,
2026-09-05 15:10:22.55133+00,0,0,0,0,,
2026-09-05 15:10:22.653791+00,0,0,0,0,,
2026-09-05 15:10:22.755139+00,0,0,0,0,,
2026-09-05 15:10:22.857514+00,0,0,0,0,,
2026-09-05 15:10:22.959854+00,0,0,0,0,,
2026-09-05 15:10:23.062208+00,0,0,0,0,,
2026-09-05 15:10:23.164627+00,0,0,0,0,,
2026-09-05 15:10:23.267037+00,0,0,0,0,,
2026-09-05 15:10:23.369337+00,0,0,0,0,,
2026-09-05 15:10:23.471846+00,0,0,0,0,,
2026-09-05 15:10:23.574236+00,0,0,0,0,,
2026-09-05 15:10:23.676719+00,0,0,0,0,,
2026-09-05 15:10:23.779094+00,0,0,0,0,,
2026-09-05 15:10:23.881406+00,0,0,0,0,,
2026-09-05 15:10:23.98392+00,0,0,0,0,,
2026-09-05 15:10:24.086458+00,0,0,0,0,,
2026-09-05 15:10:24.188875+00,0,0,0,0,,
2026-09-05 15:10:24.291264+00,0,0,0,0,,
2026-09-05 15:10:24.39379+00,0,0,0,0,,
2026-09-05 15:10:24.496251+00,0,0,0,0,,
2026-09-05 15:10:24.598569+00,0,0,0,0,,
2026-09-05 15:10:24.700956+00,0,0,0,0,,
2026-09-05 15:10:24.803431+00,0,0,0,0,,
2026-09-05 15:10:24.905779+00,0,0,0,0,,
2026-09-05 15:10:25.008155+00,0,0,0,0,,
2026-09-05 15:10:25.11056+00,0,0,0,0,,
2026-09-05 15:10:25.212961+00,0,0,0,0,,
2026-09-05 15:10:25.315248+00,0,0,0,0,,
2026-09-05 15:10:25.417672+00,0,0,0,0,,
2026-09-05 15:10:25.520134+00,0,0,0,0,,
2026-09-05 15:10:25.621587+00,0,0,0,0,,
2026-09-05 15:10:25.724143+00,0,0,0,0,,
2026-09-05 15:10:25.826466+00,0,0,0,0,,
2026-09-05 15:10:25.928828+00,0,0,0,0,,
2026-09-05 15:10:26.031339+00,0,0,0,0,,
2026-09-05 15:10:26.133725+00,0,0,0,0,,
2026-09-05 15:10:26.235076+00,0,0,0,0,,
2026-09-05 15:10:26.337453+00,0,0,0,0,,
2026-09-05 15:10:26.439923+00,0,0,0,0,,
2026-09-05 15:10:26.542398+00,0,0,0,0,,
2026-09-05 15:10:26.644767+00,0,0,0,0,,
2026-09-05 15:10:26.747141+00,0,0,0,0,,
2026-09-05 15:10:26.849428+00,0,0,0,0,,
2026-09-05 15:10:26.951811+00,0,0,0,0,,
2026-09-05 15:10:27.05434+00,0,0,0,0,,
2026-09-05 15:10:27.157246+00,0,0,0,0,,
2026-09-05 15:10:27.25986+00,0,0,0,0,,
2026-09-05 15:10:27.362214+00,0,0,0,0,,
2026-09-05 15:10:27.464542+00,0,0,0,0,,
2026-09-05 15:10:27.565913+00,0,0,0,0,,
2026-09-05 15:10:27.668829+00,0,0,0,0,,
2026-09-05 15:10:27.771638+00,0,0,0,0,,
2026-09-05 15:10:27.87411+00,0,0,0,0,,
2026-09-05 15:10:27.976436+00,0,0,0,0,,
2026-09-05 15:10:28.078835+00,0,0,0,0,,
2026-09-05 15:10:28.181296+00,0,0,0,0,,
2026-09-05 15:10:28.283774+00,0,0,0,0,,
2026-09-05 15:10:28.385086+00,0,0,0,0,,
2026-09-05 15:10:28.48743+00,0,0,0,0,,
2026-09-05 15:10:28.589766+00,0,0,0,0,,
2026-09-05 15:10:28.69222+00,0,0,0,0,,
2026-09-05 15:10:28.79456+00,0,0,0,0,,
2026-09-05 15:10:28.89602+00,0,0,0,0,,
2026-09-05 15:10:28.998397+00,0,0,0,0,,
2026-09-05 15:10:29.100908+00,0,0,0,0,,
2026-09-05 15:10:29.203212+00,0,0,0,0,,
2026-09-05 15:10:29.305597+00,0,0,0,0,,
2026-09-05 15:10:29.408004+00,0,0,0,0,,
2026-09-05 15:10:29.51038+00,0,0,0,0,,
2026-09-05 15:10:29.612698+00,0,0,0,0,,
2026-09-05 15:10:29.715071+00,0,0,0,0,,
2026-09-05 15:10:29.81759+00,0,0,0,0,,
2026-09-05 15:10:29.920055+00,0,0,0,0,,
2026-09-05 15:10:30.022457+00,0,0,0,0,,
2026-09-05 15:10:30.124915+00,0,0,0,0,,
2026-09-05 15:10:30.227245+00,0,0,0,0,,
2026-09-05 15:10:30.329626+00,0,0,0,0,,
2026-09-05 15:10:30.431999+00,0,0,0,0,,
2026-09-05 15:10:30.53452+00,0,0,0,0,,
