2026-09-05T15:53:18.9002007+09:00|\\home2\processor(_total)\% processor time|27.7434805694621
2026-09-05T15:53:18.9002007+09:00|\\home2\memory\available mbytes|6079
2026-09-05T15:53:21.4194404+09:00|\\home2\processor(_total)\% processor time|14.494360819213
2026-09-05T15:53:21.4194404+09:00|\\home2\memory\available mbytes|6069
2026-09-05T15:53:23.4291754+09:00|\\home2\processor(_total)\% processor time|10.9904480137081
2026-09-05T15:53:23.4291754+09:00|\\home2\memory\available mbytes|6061
2026-09-05T15:53:25.4618194+09:00|\\home2\processor(_total)\% processor time|10.1048870036091
2026-09-05T15:53:25.4618194+09:00|\\home2\memory\available mbytes|6059
2026-09-05T15:53:27.4648013+09:00|\\home2\processor(_total)\% processor time|11.2629781366793
2026-09-05T15:53:27.4648013+09:00|\\home2\memory\available mbytes|6050
2026-09-05T15:53:29.4933516+09:00|\\home2\processor(_total)\% processor time|12.764715888617
2026-09-05T15:53:29.4933516+09:00|\\home2\memory\available mbytes|6047
2026-09-05T15:53:31.5192745+09:00|\\home2\processor(_total)\% processor time|19.9155180878411
2026-09-05T15:53:31.5192745+09:00|\\home2\memory\available mbytes|6037
2026-09-05T15:53:33.5304931+09:00|\\home2\processor(_total)\% processor time|18.2239178216177
2026-09-05T15:53:33.5304931+09:00|\\home2\memory\available mbytes|6045
2026-09-05T15:53:35.5496340+09:00|\\home2\processor(_total)\% processor time|17.6491607458853
2026-09-05T15:53:35.5496340+09:00|\\home2\memory\available mbytes|6045
2026-09-05T15:53:37.5672023+09:00|\\home2\processor(_total)\% processor time|16.3414442588784
2026-09-05T15:53:37.5672023+09:00|\\home2\memory\available mbytes|6044
2026-09-05T15:53:39.5697950+09:00|\\home2\processor(_total)\% processor time|9.62550393337817
2026-09-05T15:53:39.5697950+09:00|\\home2\memory\available mbytes|6033
2026-09-05T15:53:41.5996507+09:00|\\home2\processor(_total)\% processor time|9.44445591914388
2026-09-05T15:53:41.5996507+09:00|\\home2\memory\available mbytes|6008
2026-09-05T15:53:43.6052726+09:00|\\home2\processor(_total)\% processor time|11.902448284881
2026-09-05T15:53:43.6052726+09:00|\\home2\memory\available mbytes|6037
2026-09-05T15:53:45.6237676+09:00|\\home2\processor(_total)\% processor time|9.21130042509972
2026-09-05T15:53:45.6237676+09:00|\\home2\memory\available mbytes|6036
2026-09-05T15:53:47.6380691+09:00|\\home2\processor(_total)\% processor time|18.3126196807012
2026-09-05T15:53:47.6380691+09:00|\\home2\memory\available mbytes|6032
2026-09-05T15:53:49.6453043+09:00|\\home2\processor(_total)\% processor time|24.7289906879986
2026-09-05T15:53:49.6453043+09:00|\\home2\memory\available mbytes|6009
2026-09-05T15:53:51.6633056+09:00|\\home2\processor(_total)\% processor time|21.6973063451251
2026-09-05T15:53:51.6633056+09:00|\\home2\memory\available mbytes|6028
2026-09-05T15:53:53.6671856+09:00|\\home2\processor(_total)\% processor time|13.9942074957899
2026-09-05T15:53:53.6671856+09:00|\\home2\memory\available mbytes|6027
2026-09-05T15:53:55.6846990+09:00|\\home2\processor(_total)\% processor time|13.5180289884326
2026-09-05T15:53:55.6846990+09:00|\\home2\memory\available mbytes|6029
2026-09-05T15:53:57.6889660+09:00|\\home2\processor(_total)\% processor time|11.0046549766583
2026-09-05T15:53:57.6889660+09:00|\\home2\memory\available mbytes|6034
2026-09-05T15:53:59.6947275+09:00|\\home2\processor(_total)\% processor time|31.0100161219422
2026-09-05T15:53:59.6947275+09:00|\\home2\memory\available mbytes|5999
2026-09-05T15:54:01.7072961+09:00|\\home2\processor(_total)\% processor time|58.4320051237386
2026-09-05T15:54:01.7072961+09:00|\\home2\memory\available mbytes|5910
2026-09-05T15:54:03.7200328+09:00|\\home2\processor(_total)\% processor time|68.3540794117822
2026-09-05T15:54:03.7200328+09:00|\\home2\memory\available mbytes|5844
2026-09-05T15:54:05.7343192+09:00|\\home2\processor(_total)\% processor time|50.857702740175
2026-09-05T15:54:05.7343192+09:00|\\home2\memory\available mbytes|5834
2026-09-05T15:54:07.7541483+09:00|\\home2\processor(_total)\% processor time|36.2406565503003
2026-09-05T15:54:07.7541483+09:00|\\home2\memory\available mbytes|5852
2026-09-05T15:54:09.7748682+09:00|\\home2\processor(_total)\% processor time|42.6676730946262
2026-09-05T15:54:09.7748682+09:00|\\home2\memory\available mbytes|5845
2026-09-05T15:54:11.7795642+09:00|\\home2\processor(_total)\% processor time|31.5535070673011
2026-09-05T15:54:11.7795642+09:00|\\home2\memory\available mbytes|5865
2026-09-05T15:54:13.8013109+09:00|\\home2\processor(_total)\% processor time|32.100507482368
2026-09-05T15:54:13.8013109+09:00|\\home2\memory\available mbytes|5871
2026-09-05T15:54:15.8051709+09:00|\\home2\processor(_total)\% processor time|27.6968849642781
2026-09-05T15:54:15.8051709+09:00|\\home2\memory\available mbytes|5865
2026-09-05T15:54:17.8123778+09:00|\\home2\processor(_total)\% processor time|30.9220858382674
2026-09-05T15:54:17.8123778+09:00|\\home2\memory\available mbytes|5868
